"Notes"	"Residence County"	"Residence County Code"	Deaths	Population	Crude Rate
	"Blanco County, TX"	"48031"	542	48171	1125.2
	"Borden County, TX"	"48033"	31	2714	1142.2
	"Bosque County, TX"	"48035"	1149	74582	1540.6
	"Bowie County, TX"	"48037"	4740	374531	1265.6
	"Brazoria County, TX"	"48039"	11005	1505500	731.0
	"Brazos County, TX"	"48041"	4944	921079	536.8
	"Brewster County, TX"	"48043"	370	36944	1001.5
	"Briscoe County, TX"	"48045"	80	6036	1325.4
	"Brooks County, TX"	"48047"	381	28135	1354.2
	"Brown County, TX"	"48049"	2281	151054	1510.1
	"Burleson County, TX"	"48051"	1006	73860	1362.0
	"Burnet County, TX"	"48053"	2333	195003	1196.4
	"Caldwell County, TX"	"48055"	1732	174869	990.5
	"Calhoun County, TX"	"48057"	924	84853	1088.9
	"Callahan County, TX"	"48059"	787	56157	1401.4
	"Cameron County, TX"	"48061"	13458	1695431	793.8
	"Camp County, TX"	"48063"	723	52247	1383.8
	"Carson County, TX"	"48065"	286	23639	1209.9
	"Cass County, TX"	"48067"	1896	119903	1581.3
	"Castro County, TX"	"48069"	307	29987	1023.8
	"Chambers County, TX"	"48071"	1372	177471	773.1
	"Cherokee County, TX"	"48073"	2557	210988	1211.9
	"Childress County, TX"	"48075"	321	28883	1111.4
	"Clay County, TX"	"48077"	555	42027	1320.6
	"Cochran County, TX"	"48079"	133	11483	1158.2
	"Coke County, TX"	"48081"	226	13403	1686.2
	"Coleman County, TX"	"48083"	663	32772	2023.1
	"Collin County, TX"	"48085"	21184	4184014	506.3
	"Collingsworth County, TX"	"48087"	167	11636	1435.2
	"Colorado County, TX"	"48089"	1136	85930	1322.0
	"Comal County, TX"	"48091"	6000	634206	946.1
	"Comanche County, TX"	"48093"	818	54669	1496.3
	"Concho County, TX"	"48095"	130	12656	1027.2
	"Cooke County, TX"	"48097"	1850	164617	1123.8
	"Coryell County, TX"	"48099"	2320	304233	762.6
	"Cottle County, TX"	"48101"	93	5513	1686.9
	"Crane County, TX"	"48103"	176	19121	920.5
	"Crockett County, TX"	"48105"	193	13989	1379.7
	"Crosby County, TX"	"48107"	336	22650	1483.4
	"Culberson County, TX"	"48109"	110	8673	1268.3
	"Dallam County, TX"	"48111"	236	29033	812.9
	"Dallas County, TX"	"48113"	72715	10545064	689.6
	"Dawson County, TX"	"48115"	618	51295	1204.8
	"Deaf Smith County, TX"	"48117"	705	73860	954.5
	"Delta County, TX"	"48119"	317	21378	1482.8
	"Denton County, TX"	"48121"	17930	3584919	500.2
	"DeWitt County, TX"	"48123"	1135	80695	1406.5
	"Dickens County, TX"	"48125"	127	8740	1453.1
	"Dimmit County, TX"	"48127"	455	40282	1129.5
	"Donley County, TX"	"48129"	213	13213	1612.0
	"Duval County, TX"	"48131"	541	44485	1216.1
	"Eastland County, TX"	"48133"	1174	73458	1598.2
	"Ector County, TX"	"48135"	5602	663749	844.0
	"Edwards County, TX"	"48137"	114	7706	1479.4
	"Ellis County, TX"	"48139"	6022	747782	805.3
	"El Paso County, TX"	"48141"	26428	3362568	785.9
	"Erath County, TX"	"48143"	1453	171592	846.8
	"Falls County, TX"	"48145"	805	69182	1163.6
	"Fannin County, TX"	"48147"	1944	142626	1363.0
	"Fayette County, TX"	"48149"	1353	101789	1329.2
	"Fisher County, TX"	"48151"	219	15237	1437.3
	"Floyd County, TX"	"48153"	329	22893	1437.1
	"Foard County, TX"	"48155"	98	4625	2118.9
	"Fort Bend County, TX"	"48157"	16302	3278958	497.2
	"Franklin County, TX"	"48159"	535	43133	1240.3
	"Freestone County, TX"	"48161"	1002	79273	1264.0
	"Frio County, TX"	"48163"	706	80880	872.9
	"Gaines County, TX"	"48165"	578	86385	669.1
	"Galveston County, TX"	"48167"	12559	1370207	916.6
	"Garza County, TX"	"48169"	222	25251	879.2
	"Gillespie County, TX"	"48171"	1503	107712	1395.4
	"Glasscock County, TX"	"48173"	34	5675	599.1
	"Goliad County, TX"	"48175"	322	30494	1055.9
	"Gonzales County, TX"	"48177"	943	83559	1128.5
	"Gray County, TX"	"48179"	1157	87097	1328.4
	"Grayson County, TX"	"48181"	6724	546839	1229.6
	"Gregg County, TX"	"48183"	6095	496110	1228.6
	"Grimes County, TX"	"48185"	1322	116468	1135.1
	"Guadalupe County, TX"	"48187"	5317	671757	791.5
	"Hale County, TX"	"48189"	1475	132744	1111.2
	"Hall County, TX"	"48191"	185	11870	1558.6
	"Hamilton County, TX"	"48193"	536	34059	1573.7
	"Hansford County, TX"	"48195"	211	21420	985.1
	"Hardeman County, TX"	"48197"	212	15877	1335.3
	"Hardin County, TX"	"48199"	2682	231419	1158.9
	"Harris County, TX"	"48201"	121096	18888450	641.1
	"Harrison County, TX"	"48203"	3027	266051	1137.8
	"Hartley County, TX"	"48205"	172	22081	779.0
	"Haskell County, TX"	"48207"	339	22979	1475.3
	"Hays County, TX"	"48209"	5261	935552	562.3
	"Hemphill County, TX"	"48211"	105	15198	690.9
	"Henderson County, TX"	"48213"	5058	332620	1520.7
	"Hidalgo County, TX"	"48215"	22538	3485046	646.7
	"Hill County, TX"	"48217"	2106	147015	1432.5
	"Hockley County, TX"	"48219"	1020	91843	1110.6
	"Hood County, TX"	"48221"	3380	249234	1356.2
	"Hopkins County, TX"	"48223"	1862	148234	1256.1
	"Houston County, TX"	"48225"	1297	91807	1412.7
	"Howard County, TX"	"48227"	1624	146203	1110.8
	"Hudspeth County, TX"	"48229"	133	19493	682.3
	"Hunt County, TX"	"48231"	4345	394701	1100.8
	"Hutchinson County, TX"	"48233"	1134	83490	1358.2
	"Irion County, TX"	"48235"	73	6186	1180.1
	"Jack County, TX"	"48237"	408	35890	1136.8
	"Jackson County, TX"	"48239"	686	59342	1156.0
	"Jasper County, TX"	"48241"	2009	142151	1413.3
	"Jeff Davis County, TX"	"48243"	102	8966	1137.6
	"Jefferson County, TX"	"48245"	10883	1006820	1080.9
	"Jim Hogg County, TX"	"48247"	237	20816	1138.5
	"Jim Wells County, TX"	"48249"	1918	162208	1182.4
	"Johnson County, TX"	"48251"	6802	706328	963.0
	"Jones County, TX"	"48253"	840	79650	1054.6
	"Karnes County, TX"	"48255"	682	62375	1093.4
	"Kaufman County, TX"	"48257"	4847	551172	879.4
	"Kendall County, TX"	"48259"	1662	190118	874.2
	"Kenedy County, TX"	"48261"	13	1604	Unreliable
	"Kent County, TX"	"48263"	52	3060	1699.3
	"Kerr County, TX"	"48265"	3151	210743	1495.2
	"Kimble County, TX"	"48267"	253	17491	1446.5
	"Kinney County, TX"	"48271"	180	14774	1218.4
	"Kleberg County, TX"	"48273"	1249	122485	1019.7
	"Knox County, TX"	"48275"	235	14683	1600.5
	"Lamar County, TX"	"48277"	2859	199397	1433.8
	"Lamb County, TX"	"48279"	703	51471	1365.8
	"Lampasas County, TX"	"48281"	1066	86235	1236.2
	"La Salle County, TX"	"48283"	258	30051	858.5
	"Lavaca County, TX"	"48285"	1099	80696	1361.9
	"Lee County, TX"	"48287"	793	69177	1146.3
	"Leon County, TX"	"48289"	968	69660	1389.6
	"Liberty County, TX"	"48291"	3663	357636	1024.2
	"Limestone County, TX"	"48293"	1314	93636	1403.3
	"Lipscomb County, TX"	"48295"	136	12810	1061.7
	"Live Oak County, TX"	"48297"	537	49021	1095.4
	"Llano County, TX"	"48299"	1478	87357	1691.9
	"Lubbock County, TX"	"48303"	11862	1247525	950.8
	"Lynn County, TX"	"48305"	300	23878	1256.4
	"McCulloch County, TX"	"48307"	518	31617	1638.4
	"McLennan County, TX"	"48309"	10059	1030690	975.9
	"McMullen County, TX"	"48311"	44	2934	1499.7
	"Madison County, TX"	"48313"	645	57560	1120.6
	"Marion County, TX"	"48315"	688	39702	1732.9
	"Martin County, TX"	"48317"	223	23156	963.0
	"Mason County, TX"	"48319"	206	17242	1194.8
	"Matagorda County, TX"	"48321"	1725	146645	1176.3
	"Maverick County, TX"	"48323"	2089	233963	892.9
	"Medina County, TX"	"48325"	2018	207221	973.8
	"Menard County, TX"	"48327"	147	8525	1724.3
	"Midland County, TX"	"48329"	4939	705136	700.4
	"Milam County, TX"	"48331"	1289	99370	1297.2
	"Mills County, TX"	"48333"	338	19474	1735.6
	"Mitchell County, TX"	"48335"	365	33094	1102.9
	"Montague County, TX"	"48337"	1297	79338	1634.8
	"Montgomery County, TX"	"48339"	17860	2451018	728.7
	"Moore County, TX"	"48341"	675	83733	806.1
	"Morris County, TX"	"48343"	790	49513	1595.5
	"Motley County, TX"	"48345"	93	4804	1935.9
	"Nacogdoches County, TX"	"48347"	2722	260421	1045.2
	"Navarro County, TX"	"48349"	2380	201066	1183.7
	"Newton County, TX"	"48351"	748	54169	1380.9
	"Nolan County, TX"	"48353"	828	59135	1400.2
	"Nueces County, TX"	"48355"	13558	1450855	934.5
	"Ochiltree County, TX"	"48357"	320	38979	821.0
	"Oldham County, TX"	"48359"	74	8513	869.3
	"Orange County, TX"	"48361"	4246	332724	1276.1
	"Palo Pinto County, TX"	"48363"	1542	116704	1321.3
	"Panola County, TX"	"48365"	1302	92716	1404.3
	"Parker County, TX"	"48367"	5388	577645	932.8
	"Parmer County, TX"	"48369"	372	38513	965.9
	"Pecos County, TX"	"48371"	605	62932	961.4
	"Polk County, TX"	"48373"	3105	207374	1497.3
	"Potter County, TX"	"48375"	5676	469071	1210.1
	"Presidio County, TX"	"48377"	219	26668	821.2
	"Rains County, TX"	"48379"	684	49777	1374.1
	"Randall County, TX"	"48381"	4972	553782	897.8
	"Reagan County, TX"	"48383"	112	15256	734.1
	"Real County, TX"	"48385"	234	13752	1701.6
	"Red River County, TX"	"48387"	868	48188	1801.3
	"Reeves County, TX"	"48389"	526	63569	827.4
	"Refugio County, TX"	"48391"	375	27734	1352.1
	"Roberts County, TX"	"48393"	44	3383	1300.6
	"Robertson County, TX"	"48395"	866	68668	1261.1
	"Rockwall County, TX"	"48397"	2905	425348	683.0
	"Runnels County, TX"	"48399"	635	41300	1537.5
	"Rusk County, TX"	"48401"	2521	217504	1159.1
	"Sabine County, TX"	"48403"	769	42145	1824.7
	"San Augustine County, TX"	"48405"	607	32965	1841.3
	"San Jacinto County, TX"	"48407"	1503	116180	1293.7
	"San Patricio County, TX"	"48409"	2881	267761	1076.0
	"San Saba County, TX"	"48411"	330	24187	1364.4
	"Schleicher County, TX"	"48413"	127	11210	1132.9
	"Scurry County, TX"	"48415"	786	66893	1175.0
	"Shackelford County, TX"	"48417"	148	13118	1128.2
	"Shelby County, TX"	"48419"	1303	100522	1296.2
	"Sherman County, TX"	"48421"	111	12155	913.2
	"Smith County, TX"	"48423"	9944	934584	1064.0
	"Somervell County, TX"	"48425"	426	36422	1169.6
	"Starr County, TX"	"48427"	2202	257690	854.5
	"Stephens County, TX"	"48429"	507	37467	1353.2
	"Sterling County, TX"	"48431"	59	5232	1127.7
	"Stonewall County, TX"	"48433"	95	5408	1756.7
	"Sutton County, TX"	"48435"	162	15010	1079.3
	"Swisher County, TX"	"48437"	385	29539	1303.4
	"Tarrant County, TX"	"48439"	60313	8434140	715.1
	"Taylor County, TX"	"48441"	6273	554074	1132.2
	"Terrell County, TX"	"48443"	48	3003	1598.4
	"Terry County, TX"	"48445"	585	48990	1194.1
	"Throckmorton County, TX"	"48447"	81	5990	1352.3
	"Titus County, TX"	"48449"	1311	131635	995.9
	"Tom Green County, TX"	"48451"	5018	477409	1051.1
	"Travis County, TX"	"48453"	25811	5123703	503.8
	"Trinity County, TX"	"48455"	1057	59157	1786.8
	"Tyler County, TX"	"48457"	1289	86550	1489.3
	"Upshur County, TX"	"48459"	2121	167345	1267.4
	"Upton County, TX"	"48461"	139	14574	953.8
	"Uvalde County, TX"	"48463"	1217	107071	1136.6
	"Val Verde County, TX"	"48465"	1860	196289	947.6
	"Van Zandt County, TX"	"48467"	3106	227675	1364.2
	"Victoria County, TX"	"48469"	3801	367991	1032.9
	"Walker County, TX"	"48471"	2456	289779	847.5
	"Waller County, TX"	"48473"	1613	223276	722.4
	"Ward County, TX"	"48475"	461	47912	962.2
	"Washington County, TX"	"48477"	1730	142532	1213.8
	"Webb County, TX"	"48479"	6880	1107924	621.0
	"Wharton County, TX"	"48481"	1959	166545	1176.3
	"Wheeler County, TX"	"48483"	291	20139	1445.0
	"Wichita County, TX"	"48485"	6107	530704	1150.7
	"Wilbarger County, TX"	"48487"	720	50693	1420.3
	"Willacy County, TX"	"48489"	820	85195	962.5
	"Williamson County, TX"	"48491"	13785	2392980	576.1
	"Wilson County, TX"	"48493"	1915	205340	932.6
	"Winkler County, TX"	"48495"	321	31504	1018.9
	"Wise County, TX"	"48497"	2872	280457	1024.0
	"Wood County, TX"	"48499"	2932	183250	1600.0
	"Yoakum County, TX"	"48501"	298	34708	858.6
	"Young County, TX"	"48503"	1138	71863	1583.6
	"Zapata County, TX"	"48505"	453	56713	798.8
	"Zavala County, TX"	"48507"	527	47503	1109.4
	"Beaver County, UT"	"49001"	261	26812	973.4
	"Box Elder County, UT"	"49003"	1775	225010	788.9
	"Cache County, UT"	"49005"	2561	515365	496.9
	"Carbon County, UT"	"49007"	972	82252	1181.7
	"Daggett County, UT"	"49009"	34	3982	853.8
	"Davis County, UT"	"49011"	8200	1425658	575.2
	"Duchesne County, UT"	"49013"	663	79690	832.0
	"Emery County, UT"	"49015"	445	40320	1103.7
	"Garfield County, UT"	"49017"	224	20231	1107.2
	"Grand County, UT"	"49019"	341	39110	871.9
	"Iron County, UT"	"49021"	1487	221242	672.1
	"Juab County, UT"	"49023"	331	47816	692.2
	"Kane County, UT"	"49025"	335	31423	1066.1
	"Millard County, UT"	"49027"	489	52848	925.3
	"Morgan County, UT"	"49029"	279	49093	568.3
	"Piute County, UT"	"49031"	82	5870	1396.9
	"Rich County, UT"	"49033"	67	9851	680.1
	"Salt Lake County, UT"	"49035"	29160	4644104	627.9
	"San Juan County, UT"	"49037"	561	61313	915.0
	"Sanpete County, UT"	"49039"	914	124348	735.0
	"Sevier County, UT"	"49041"	876	86719	1010.2
	"Summit County, UT"	"49043"	677	169076	400.4
	"Tooele County, UT"	"49045"	1735	291190	595.8
	"Uintah County, UT"	"49047"	1151	143112	804.3
	"Utah County, UT"	"49049"	11511	2560566	449.5
	"Wasatch County, UT"	"49051"	661	137931	479.2
	"Washington County, UT"	"49053"	6435	719082	894.9
	"Wayne County, UT"	"49055"	111	10919	1016.6
	"Weber County, UT"	"49057"	7736	1041888	742.5
	"Addison County, VT"	"50001"	1348	147452	914.2
	"Bennington County, VT"	"50003"	1952	141777	1376.8
	"Caledonia County, VT"	"50005"	1337	119705	1116.9
	"Chittenden County, VT"	"50007"	4870	656958	741.3
	"Essex County, VT"	"50009"	313	24659	1269.3
	"Franklin County, VT"	"50011"	1808	198193	912.2
	"Grand Isle County, VT"	"50013"	269	28663	938.5
	"Lamoille County, VT"	"50015"	881	101344	869.3
	"Orange County, VT"	"50017"	1171	115565	1013.3
	"Orleans County, VT"	"50019"	1375	107738	1276.2
	"Rutland County, VT"	"50021"	2980	232391	1282.3
	"Washington County, VT"	"50023"	2321	233205	995.3
	"Windham County, VT"	"50025"	1877	169008	1110.6
	"Windsor County, VT"	"50027"	2490	220324	1130.2
	"Accomack County, VA"	"51001"	1967	129204	1522.4
	"Albemarle County, VA"	"51003"	3717	439352	846.0
	"Alleghany County, VA"	"51005"	1004	59172	1696.7
	"Amelia County, VA"	"51007"	731	52186	1400.8
	"Amherst County, VA"	"51009"	1592	126605	1257.5
	"Appomattox County, VA"	"51011"	757	63838	1185.8
	"Arlington County, VA"	"51013"	3877	954601	406.1
	"Augusta County, VA"	"51015"	3236	304103	1064.1
	"Bath County, VA"	"51017"	298	16677	1786.9
	"Bedford County, VA"	"51019"	3636	317366	1145.7
	"Bland County, VA"	"51021"	341	25051	1361.2
	"Botetourt County, VA"	"51023"	1583	133962	1181.7
	"Brunswick County, VA"	"51025"	901	64689	1392.8
	"Buchanan County, VA"	"51027"	1376	83451	1648.9
	"Buckingham County, VA"	"51029"	755	68483	1102.5
	"Campbell County, VA"	"51031"	2587	220466	1173.4
	"Caroline County, VA"	"51033"	1281	123217	1039.6
	"Carroll County, VA"	"51035"	1690	119575	1413.3
	"Charles City County, VA"	"51036"	402	27546	1459.4
	"Charlotte County, VA"	"51037"	746	47458	1571.9
	"Chesterfield County, VA"	"51041"	11646	1417848	821.4
	"Clarke County, VA"	"51043"	682	58386	1168.1
	"Craig County, VA"	"51045"	253	20349	1243.3
	"Culpeper County, VA"	"51047"	1937	211602	915.4
	"Cumberland County, VA"	"51049"	447	39607	1128.6
	"Dickenson County, VA"	"51051"	883	56997	1549.2
	"Dinwiddie County, VA"	"51053"	1262	114449	1102.7
	"Essex County, VA"	"51057"	602	43758	1375.7
	"Fairfax County, VA"	"51059"	22454	4600021	488.1
	"Fauquier County, VA"	"51061"	2416	284619	848.9
	"Floyd County, VA"	"51063"	776	63098	1229.8
	"Fluvanna County, VA"	"51065"	1007	108897	924.7
	"Franklin County, VA"	"51067"	2747	224571	1223.2
	"Frederick County, VA"	"51069"	3425	359906	951.6
	"Giles County, VA"	"51071"	1063	66890	1589.2
	"Gloucester County, VA"	"51073"	1835	149615	1226.5
	"Goochland County, VA"	"51075"	949	95859	990.0
	"Grayson County, VA"	"51077"	946	62167	1521.7
	"Greene County, VA"	"51079"	742	79860	929.1
	"Greensville County, VA"	"51081"	568	45523	1247.7
	"Halifax County, VA"	"51083"	2146	135297	1586.1
	"Hanover County, VA"	"51085"	4307	431529	998.1
	"Henrico County, VA"	"51087"	12524	1327611	943.3
	"Henry County, VA"	"51089"	3268	202128	1616.8
	"Highland County, VA"	"51091"	133	8800	1511.4
	"Isle of Wight County, VA"	"51093"	1626	149512	1087.5
	"James City County, VA"	"51095"	3381	308144	1097.2
	"King and Queen County, VA"	"51097"	416	27951	1488.3
	"King George County, VA"	"51099"	797	108173	736.8
	"King William County, VA"	"51101"	709	69369	1022.1
	"Lancaster County, VA"	"51103"	912	42622	2139.7
	"Lee County, VA"	"51105"	1424	93440	1524.0
	"Loudoun County, VA"	"51107"	6543	1665956	392.7
	"Louisa County, VA"	"51109"	1623	150633	1077.5
	"Lunenburg County, VA"	"51111"	659	48816	1350.0
	"Madison County, VA"	"51113"	617	53180	1160.2
	"Mathews County, VA"	"51115"	565	35168	1606.6
	"Mecklenburg County, VA"	"51117"	1991	122595	1624.0
	"Middlesex County, VA"	"51119"	723	42489	1701.6
	"Montgomery County, VA"	"51121"	2798	394302	709.6
	"Nelson County, VA"	"51125"	791	59276	1334.4
	"New Kent County, VA"	"51127"	841	92778	906.5
	"Northampton County, VA"	"51131"	773	46791	1652.0
	"Northumberland County, VA"	"51133"	835	48380	1725.9
	"Nottoway County, VA"	"51135"	910	60972	1492.5
	"Orange County, VA"	"51137"	1738	149085	1165.8
	"Page County, VA"	"51139"	1335	95701	1395.0
	"Patrick County, VA"	"51141"	1143	70267	1626.7
	"Pittsylvania County, VA"	"51143"	3224	241003	1337.7
	"Powhatan County, VA"	"51145"	1054	119137	884.7
	"Prince Edward County, VA"	"51147"	1035	91764	1127.9
	"Prince George County, VA"	"51149"	1134	153807	737.3
	"Prince William County, VA"	"51153"	9341	1889412	494.4
	"Pulaski County, VA"	"51155"	2050	135963	1507.8
	"Rappahannock County, VA"	"51157"	318	29142	1091.2
	"Richmond County, VA"	"51159"	491	36203	1356.2
	"Roanoke County, VA"	"51161"	4566	377277	1210.3
	"Rockbridge County, VA"	"51163"	1189	90839	1308.9
	"Rockingham County, VA"	"51165"	3400	327884	1037.0
	"Russell County, VA"	"51167"	1563	106628	1465.8
	"Scott County, VA"	"51169"	1391	86358	1610.7
	"Shenandoah County, VA"	"51171"	2270	174923	1297.7
	"Smyth County, VA"	"51173"	2066	120756	1710.9
	"Southampton County, VA"	"51175"	853	70489	1210.1
	"Spotsylvania County, VA"	"51177"	4293	547351	784.3
	"Stafford County, VA"	"51179"	3545	616338	575.2
	"Surry County, VA"	"51181"	329	25666	1281.9
	"Sussex County, VA"	"51183"	592	44246	1338.0
	"Tazewell County, VA"	"51185"	2722	162508	1675.0
	"Warren County, VA"	"51187"	1765	161117	1095.5
	"Washington County, VA"	"51191"	3100	215532	1438.3
	"Westmoreland County, VA"	"51193"	992	72143	1375.0
	"Wise County, VA"	"51195"	2238	149807	1493.9
	"Wythe County, VA"	"51197"	1762	114678	1536.5
	"York County, VA"	"51199"	2136	274524	778.1
	"Alexandria city, VA"	"51510"	3076	637410	482.6
	"Bristol city, VA"	"51520"	1056	67902	1555.2
	"Buena Vista city, VA"	"51530"	371	25519	1453.8
	"Charlottesville city, VA"	"51540"	1199	189283	633.4
	"Chesapeake city, VA"	"51550"	8230	981491	838.5
	"Colonial Heights city, VA"	"51570"	1086	69613	1560.1
	"Covington city, VA"	"51580"	423	22276	1898.9
	"Danville city, VA"	"51590"	3014	160475	1878.2
	"Emporia city, VA"	"51595"	363	20981	1730.1
	"Fairfax city, VA"	"51600"	986	95451	1033.0
	"Falls Church city, VA"	"51610"	407	58651	693.9
	"Franklin city, VA"	"51620"	608	31646	1921.3
	"Fredericksburg city, VA"	"51630"	881	117164	751.9
	"Galax city, VA"	"51640"	609	25362	2401.2
	"Hampton city, VA"	"51650"	5625	539751	1042.1
	"Harrisonburg city, VA"	"51660"	1340	213457	627.8
	"Hopewell city, VA"	"51670"	1360	89875	1513.2
	"Lexington city, VA"	"51678"	329	29140	1129.0
	"Lynchburg city, VA"	"51680"	3549	327416	1083.9
	"Manassas city, VA"	"51683"	1088	164464	661.5
	"Manassas Park city, VA"	"51685"	177	70793	250.0
	"Martinsville city, VA"	"51690"	1186	50166	2364.2
	"Newport News city, VA"	"51700"	6964	715975	972.7
	"Norfolk city, VA"	"51710"	8616	972424	886.0
	"Norton city, VA"	"51720"	285	15919	1790.3
	"Petersburg city, VA"	"51730"	2356	123805	1903.0
	"Poquoson city, VA"	"51735"	513	48975	1047.5
	"Portsmouth city, VA"	"51740"	4568	379218	1204.6
	"Radford city, VA"	"51750"	518	73098	708.6
	"Richmond city, VA"	"51760"	8039	923671	870.3
	"Roanoke city, VA"	"51770"	5373	397179	1352.8
	"Salem city, VA"	"51775"	1505	101624	1480.9
	"Staunton city, VA"	"51790"	1569	100234	1565.3
	"Suffolk city, VA"	"51800"	3578	371119	964.1
	"Virginia Beach city, VA"	"51810"	13939	1802625	773.3
	"Waynesboro city, VA"	"51820"	1148	90740	1265.2
	"Williamsburg city, VA"	"51830"	384	60368	636.1
	"Winchester city, VA"	"51840"	1152	111586	1032.4
	"Adams County, WA"	"53001"	500	79796	626.6
	"Asotin County, WA"	"53003"	1126	90832	1239.7
	"Benton County, WA"	"53005"	6555	819119	800.3
	"Chelan County, WA"	"53007"	3020	309384	976.1
	"Clallam County, WA"	"53009"	4492	310202	1448.1
	"Clark County, WA"	"53011"	16097	1963828	819.7
	"Columbia County, WA"	"53013"	241	16140	1493.2
	"Cowlitz County, WA"	"53015"	5224	442322	1181.0
	"Douglas County, WA"	"53017"	1351	173456	778.9
	"Ferry County, WA"	"53019"	393	30794	1276.2
	"Franklin County, WA"	"53021"	1921	383719	500.6
	"Garfield County, WA"	"53023"	120	9052	1325.7
	"Grant County, WA"	"53025"	3124	393818	793.3
	"Grays Harbor County, WA"	"53027"	3832	300862	1273.7
	"Island County, WA"	"53029"	3327	341629	973.9
	"Jefferson County, WA"	"53031"	1654	129350	1278.7
	"King County, WA"	"53033"	55555	9034575	614.9
	"Kitsap County, WA"	"53035"	9466	1086852	871.0
	"Kittitas County, WA"	"53037"	1387	193707	716.0
	"Klickitat County, WA"	"53039"	918	89926	1020.8
	"Lewis County, WA"	"53041"	3975	324529	1224.9
	"Lincoln County, WA"	"53043"	498	43859	1135.5
	"Mason County, WA"	"53045"	2977	268723	1107.8
	"Okanogan County, WA"	"53047"	1928	169615	1136.7
	"Pacific County, WA"	"53049"	1387	90475	1533.0
	"Pend Oreille County, WA"	"53051"	729	55614	1310.8
	"Pierce County, WA"	"53053"	29012	3624059	800.5
	"San Juan County, WA"	"53055"	577	69694	827.9
	"Skagit County, WA"	"53057"	5298	518989	1020.8
	"Skamania County, WA"	"53059"	389	48221	806.7
	"Snohomish County, WA"	"53061"	23449	3297770	711.1
	"Spokane County, WA"	"53063"	20318	2093879	970.4
	"Stevens County, WA"	"53065"	2062	183703	1122.5
	"Thurston County, WA"	"53067"	10081	1165103	865.2
	"Wahkiakum County, WA"	"53069"	231	17910	1289.8
	"Walla Walla County, WA"	"53071"	2442	244266	999.7
	"Whatcom County, WA"	"53073"	7334	916964	799.8
	"Whitman County, WA"	"53075"	1233	198895	619.9
	"Yakima County, WA"	"53077"	9077	1006077	902.2
	"Barbour County, WV"	"54001"	861	65864	1307.2
	"Berkeley County, WV"	"54003"	4824	480544	1003.9
	"Boone County, WV"	"54005"	1329	85518	1554.1
	"Braxton County, WV"	"54007"	721	55450	1300.3
	"Brooke County, WV"	"54009"	1417	87490	1619.6
	"Cabell County, WV"	"54011"	5296	368347	1437.8
	"Calhoun County, WV"	"54013"	406	28253	1437.0
	"Clay County, WV"	"54015"	521	33822	1540.4
	"Doddridge County, WV"	"54017"	318	33590	946.7
	"Fayette County, WV"	"54019"	2613	169548	1541.2
	"Gilmer County, WV"	"54021"	350	31471	1112.1
	"Grant County, WV"	"54023"	643	46214	1391.4
	"Greenbrier County, WV"	"54025"	2147	138086	1554.8
	"Hampshire County, WV"	"54027"	1176	92902	1265.9
	"Hancock County, WV"	"54029"	1845	115046	1603.7
	"Hardy County, WV"	"54031"	707	54817	1289.7
	"Harrison County, WV"	"54033"	3569	268550	1329.0
	"Jackson County, WV"	"54035"	1495	114188	1309.2
	"Jefferson County, WV"	"54037"	2118	228929	925.2
	"Kanawha County, WV"	"54039"	10653	711084	1498.1
	"Lewis County, WV"	"54041"	1043	63541	1641.5
	"Lincoln County, WV"	"54043"	1239	81094	1527.9
	"Logan County, WV"	"54045"	2257	128002	1763.3
	"McDowell County, WV"	"54047"	1389	69679	1993.4
	"Marion County, WV"	"54049"	2935	224093	1309.7
	"Marshall County, WV"	"54051"	1704	121522	1402.2
	"Mason County, WV"	"54053"	1551	105904	1464.5
	"Mercer County, WV"	"54055"	3782	234405	1613.4
	"Mineral County, WV"	"54057"	1438	107252	1340.8
	"Mingo County, WV"	"54059"	1551	93111	1665.8
	"Monongalia County, WV"	"54061"	2952	425670	693.5
	"Monroe County, WV"	"54063"	793	53013	1495.9
	"Morgan County, WV"	"54065"	940	71417	1316.2
	"Nicholas County, WV"	"54067"	1380	98018	1407.9
	"Ohio County, WV"	"54069"	2480	165530	1498.2
	"Pendleton County, WV"	"54071"	426	27830	1530.7
	"Pleasants County, WV"	"54073"	414	29843	1387.3
	"Pocahontas County, WV"	"54075"	456	33041	1380.1
	"Preston County, WV"	"54077"	1575	134031	1175.1
	"Putnam County, WV"	"54079"	2557	225988	1131.5
	"Raleigh County, WV"	"54081"	4573	293455	1558.3
	"Randolph County, WV"	"54083"	1525	114292	1334.3
	"Ritchie County, WV"	"54085"	498	38273	1301.2
	"Roane County, WV"	"54087"	828	54584	1516.9
	"Summers County, WV"	"54089"	796	50221	1585.0
	"Taylor County, WV"	"54091"	863	66955	1288.9
	"Tucker County, WV"	"54093"	431	27426	1571.5
	"Tyler County, WV"	"54095"	449	34403	1305.1
	"Upshur County, WV"	"54097"	1117	97051	1150.9
	"Wayne County, WV"	"54099"	2286	157454	1451.9
	"Webster County, WV"	"54101"	488	32515	1500.8
	"Wetzel County, WV"	"54103"	957	60143	1591.2
	"Wirt County, WV"	"54105"	264	23061	1144.8
	"Wood County, WV"	"54107"	4611	333597	1382.2
	"Wyoming County, WV"	"54109"	1326	81426	1628.5
	"Adams County, WI"	"55001"	1132	81564	1387.9
